id,CH,Acc,MHT,AcBF
64190,241.0,4.765,206.0,0.0
64191,192.0,4.771,252.0,10.304
64192,29.8,4.845,194.0,0.0
64193,177.0,4.739,266.0,0.0
64194,216.0,5.017,376.0,0.0
64195,271.0,4.781,252.0,0.0
64196,252.0,7.75,177.0,0.0
64197,184.0,4.721,193.0,0.0
64198,275.0,4.735,252.0,0.0
64199,255.0,4.724,184.0,0.0
64200,29.5,4.776,271.0,0.0
64201,335.0,4.755,194.0,0.0
64202,192.0,9.145,256.0,0.0
64203,376.0,4.787,335.0,0.0
64204,194.0,4.969,29.5,4.791
64205,275.0,4.779,216.0,0.0
64206,336.0,9.145,176.0,0.0
64207,217.0,4.721,376.0,0.0
64208,336.0,4.76,29.8,0.0
64210,177.0,4.769,251.0,0.0
64211,182.0,4.777,252.0,0.0
64212,252.0,4.786,267.0,4.799
64213,193.0,4.797,387.0,0.0
64214,274.0,4.723,336.0,0.0
64215,194.0,4.783,266.0,0.0
64216,251.0,6.145,234.0,0.0
64217,194.0,4.744,252.0,0.0
64218,183.0,4.756,240.0,0.0
64219,183.0,4.784,241.0,0.0
64220,267.0,4.758,192.0,0.0
64221,271.0,6.35,251.0,0.0
64223,271.0,4.741,216.0,0.0
64224,335.0,4.784,235.0,0.0
64225,192.0,11.266,216.0,0.0
64226,234.0,5.121,252.0,0.0
64227,274.0,4.71,377.0,0.0
64228,376.0,4.745,217.0,0.0
64229,275.0,4.723,192.0,0.0
64230,29.6,4.755,194.0,4.759
64231,184.0,4.768,192.0,0.0
64232,375.0,4.787,270.0,0.0
64233,186.0,4.813,252.0,0.0
64234,270.0,11.327,192.0,0.0
64235,256.0,4.775,184.0,0.0
64236,177.0,4.849,274.0,0.0
64237,216.0,11.018,266.0,0.0
64238,185.0,4.713,29.8,0.0
64239,270.0,4.753,240.0,0.0
64240,256.0,4.731,270.0,0.0
64241,176.0,4.794,29.9,0.0
64242,177.0,4.761,192.0,0.0
64243,183.0,4.771,384.0,0.0
64244,234.0,11.414,271.0,0.0
64245,194.0,8.231,378.0,4.786
64246,251.0,10.519,271.0,4.732
64247,274.0,4.743,272.0,0.0
64248,193.0,7.211,192.0,0.0
64249,29.9,4.805,209.0,0.0
64250,29.7,4.969,274.0,0.0
64251,234.0,11.291,192.0,0.0
64252,267.0,7.874,217.0,0.0
64253,234.0,7.859,194.0,0.0
64254,336.0,4.747,194.0,0.0
64256,184.0,4.75,257.0,0.0
64257,336.0,4.774,185.0,0.0
64258,255.0,5.435,335.0,0.0
64259,240.0,4.735,278.0,0.0
64260,216.0,4.779,275.0,0.0
64261,256.0,4.736,241.0,0.0
64262,272.0,8.985,336.0,0.0
64263,217.0,4.77,336.0,0.0
64264,243.0,4.728,376.0,4.708
64265,270.0,4.751,234.0,11.534
64266,256.0,4.795,193.0,0.0
64267,234.0,4.77,251.0,0.0
64268,275.0,4.775,216.0,0.0
64269,194.0,11.304,275.0,0.0
64270,269.0,4.764,184.0,0.0
64271,192.0,11.323,192.0,0.0
64272,234.0,4.792,194.0,0.0
64273,255.0,5.076,193.0,0.0
64274,176.0,11.433,275.0,0.0
64275,271.0,4.772,216.0,0.0
64276,335.0,11.291,216.0,0.0
64277,240.0,4.733,194.0,0.0
64278,193.0,4.778,274.0,0.0
64279,234.0,4.783,183.0,0.0
64280,274.0,4.841,274.0,0.0
64281,274.0,4.791,256.0,0.0
64282,271.0,4.763,267.0,0.0
64283,252.0,11.433,241.0,0.0
64284,275.0,4.766,277.0,0.0
64285,29.5,4.795,194.0,0.0
64286,197.0,11.343,197.0,0.0
64287,335.0,4.79,241.0,0.0
64288,177.0,4.729,271.0,0.0
64289,275.0,4.752,184.0,0.0
64290,234.0,4.748,280.0,0.0
64291,335.0,4.815,336.0,0.0
64292,184.0,4.735,186.0,0.0
64293,375.0,4.775,275.0,0.0
64294,378.0,8.565,29.5,0.0
64295,29.7,4.797,240.0,0.0
64296,234.0,4.723,235.0,0.0
64297,176.0,6.387,276.0,4.744
64298,252.0,4.77,256.0,0.0
64299,252.0,5.826,275.0,0.0
64300,335.0,4.739,192.0,0.0
64301,270.0,4.752,182.0,4.751
64302,277.0,4.769,234.0,0.0
64303,192.0,4.749,336.0,0.0
64304,193.0,11.325,29.6,0.0
64305,217.0,4.792,180.0,0.0
64306,255.0,4.802,275.0,11.53
64307,257.0,4.751,271.0,0.0
64308,386.0,5.108,176.0,0.0
64309,184.0,4.773,234.0,0.0
64310,30.0,4.789,183.0,0.0
64311,251.0,5.108,256.0,0.0
64312,234.0,4.776,234.0,0.0
64313,217.0,4.866,217.0,0.0
64314,271.0,11.505,240.0,0.0
64315,234.0,4.73,376.0,0.0
64316,252.0,4.721,252.0,0.0
64317,252.0,10.519,182.0,0.0
64318,257.0,4.768,241.0,0.0
64319,217.0,4.771,388.0,4.762
64320,241.0,4.763,272.0,0.0
64321,234.0,4.741,193.0,0.0
64322,255.0,4.741,376.0,0.0
64323,275.0,4.755,274.0,5.725
64324,176.0,4.758,29.6,0.0
64325,240.0,4.748,216.0,0.0
64326,257.0,5.121,336.0,0.0
64327,234.0,5.504,241.0,0.0
64328,270.0,4.755,251.0,0.0
64329,336.0,11.387,271.0,0.0
64330,251.0,4.788,241.0,0.0
64331,252.0,4.806,192.0,0.0
64332,183.0,5.017,336.0,0.0
64333,252.0,11.337,256.0,0.0
64334,270.0,11.338,235.0,4.797
64335,255.0,11.457,192.0,0.0
64336,182.0,4.755,256.0,0.0
64337,271.0,4.723,335.0,0.0
64338,275.0,11.502,185.0,0.0
64339,274.0,4.744,270.0,0.0
64340,336.0,4.737,184.0,0.0
64341,240.0,9.814,336.0,0.0
64342,240.0,4.748,217.0,0.0
64343,29.5,4.784,193.0,0.0
64344,184.0,4.795,177.0,0.0
64345,182.0,4.791,192.0,0.0
64346,234.0,4.758,193.0,0.0
64348,271.0,4.792,29.4,0.0
64349,270.0,4.791,275.0,0.0
64350,274.0,5.435,257.0,0.0
64351,240.0,4.734,184.0,0.0
64352,267.0,4.786,29.6,4.723
64353,256.0,4.792,217.0,0.0
64354,184.0,4.797,193.0,0.0
64355,216.0,4.747,252.0,11.476
64356,267.0,4.852,377.0,0.0
64357,251.0,4.743,268.0,0.0
64358,270.0,11.329,192.0,0.0
64359,255.0,11.226,192.0,0.0
64360,277.0,4.746,234.0,0.0
64361,216.0,4.751,377.0,4.775
64362,234.0,7.993,184.0,0.0
64363,241.0,4.753,256.0,0.0
64364,184.0,4.805,217.0,0.0
64365,29.9,4.791,270.0,0.0
64366,184.0,4.755,192.0,0.0
64367,257.0,4.727,234.0,0.0
64368,272.0,4.724,252.0,0.0
64369,234.0,5.688,271.0,0.0
64370,30.0,4.73,234.0,0.0
64371,381.0,4.883,29.6,0.0
64372,268.0,11.343,277.0,0.0
64373,177.0,4.75,217.0,0.0
64374,274.0,11.405,29.6,0.0
64375,275.0,4.892,273.0,0.0
64376,271.0,4.801,275.0,0.0
64377,234.0,4.77,191.0,0.0
64378,251.0,4.806,240.0,0.0
64379,193.0,4.833,270.0,0.0
64380,274.0,4.76,183.0,5.382
64381,336.0,4.735,192.0,0.0
64382,183.0,4.726,255.0,0.0
64383,274.0,4.788,176.0,0.0
64384,255.0,4.764,269.0,0.0
64385,234.0,4.77,202.0,0.0
64386,256.0,7.861,29.5,0.0
64387,182.0,11.247,184.0,5.382
64388,29.6,4.711,216.0,0.0
64389,256.0,4.748,235.0,0.0
64390,193.0,12.046,183.0,0.0
64391,192.0,4.748,217.0,0.0
64392,274.0,4.734,240.0,0.0
64393,240.0,4.739,193.0,0.0
64394,29.9,11.035,270.0,0.0
64395,193.0,11.414,274.0,0.0
64396,192.0,9.848,216.0,0.0
64397,268.0,4.768,256.0,0.0
64398,234.0,4.768,267.0,0.0
64399,177.0,4.764,234.0,0.0
64400,256.0,4.765,194.0,0.0
64401,252.0,4.749,216.0,0.0
64402,192.0,4.743,29.8,0.0
64403,336.0,4.713,177.0,0.0
64404,251.0,4.77,216.0,0.0
64405,177.0,11.334,398.0,0.0
64406,252.0,4.795,274.0,0.0
64407,240.0,4.805,192.0,0.0
64408,407.0,4.724,274.0,0.0
64409,234.0,4.729,256.0,0.0
64410,183.0,4.794,376.0,0.0
64411,269.0,4.756,267.0,0.0
64412,186.0,10.206,200.0,0.0
64413,270.0,4.768,194.0,0.0
64414,268.0,4.764,184.0,0.0
64415,217.0,11.881,217.0,0.0
64416,29.8,4.808,377.0,0.0
64417,252.0,4.978,234.0,0.0
64418,272.0,4.726,240.0,0.0
64419,376.0,4.768,275.0,0.0
64420,193.0,8.859,387.0,0.0
64421,194.0,4.743,185.0,0.0
64422,240.0,7.966,202.0,0.0
64423,267.0,4.755,241.0,0.0
64424,217.0,11.496,255.0,0.0
64425,275.0,4.728,256.0,0.0
64426,267.0,4.758,256.0,0.0
64427,194.0,7.738,255.0,0.0
64428,252.0,7.123,241.0,0.0
64429,184.0,4.784,194.0,0.0
64430,217.0,4.72,194.0,0.0
64431,217.0,4.721,271.0,0.0
64432,376.0,4.791,275.0,0.0
64433,256.0,4.752,252.0,0.0
64434,274.0,6.302,184.0,0.0
64435,234.0,4.883,274.0,0.0
64436,177.0,4.744,193.0,0.0
64437,375.0,4.759,240.0,0.0
64438,217.0,7.444,194.0,0.0
64439,251.0,4.739,29.4,4.734
64440,194.0,4.793,241.0,0.0
64441,275.0,11.396,251.0,0.0
64442,257.0,4.771,256.0,0.0
64443,377.0,6.199,184.0,0.0
64444,255.0,4.881,234.0,0.0
64445,192.0,4.751,241.0,0.0
64446,241.0,4.818,204.0,0.0
64447,194.0,4.764,217.0,0.0
64448,192.0,8.985,252.0,0.0
64449,177.0,4.753,193.0,0.0
64450,377.0,10.206,392.0,0.0
64451,274.0,11.673,274.0,0.0
64452,216.0,4.809,234.0,0.0
64453,183.0,10.421,271.0,0.0
64454,256.0,4.756,194.0,0.0
64455,217.0,4.725,240.0,4.766
64456,335.0,6.736,240.0,0.0
64457,240.0,4.748,251.0,0.0
64458,251.0,4.752,183.0,0.0
64459,269.0,4.748,184.0,0.0
64460,251.0,4.733,271.0,0.0
64461,193.0,4.726,216.0,0.0
64462,192.0,5.686,234.0,0.0
64463,272.0,11.425,274.0,0.0
64464,194.0,4.729,216.0,0.0
64465,217.0,4.784,376.0,0.0
64466,29.8,4.743,183.0,0.0
64467,251.0,4.746,274.0,0.0
64469,256.0,8.299,29.5,0.0
64470,251.0,4.748,192.0,6.237
64471,267.0,4.763,275.0,0.0
64472,240.0,4.757,255.0,0.0
64473,252.0,4.717,259.0,4.737
64474,274.0,4.743,29.9,0.0
64475,176.0,4.723,270.0,4.733
64476,252.0,9.035,391.0,0.0
64477,29.6,4.745,194.0,0.0
64478,251.0,4.748,29.5,0.0
64479,240.0,4.783,234.0,0.0
64480,256.0,4.788,266.0,0.0
64481,336.0,4.749,212.0,0.0
64482,240.0,11.337,192.0,0.0
64483,377.0,4.781,256.0,0.0
64484,252.0,7.576,183.0,0.0
64485,183.0,4.734,234.0,0.0
64486,29.7,4.744,192.0,0.0
64487,184.0,10.661,183.0,0.0
64488,267.0,4.773,256.0,0.0
64489,185.0,11.496,198.0,0.0
64490,193.0,12.425,235.0,0.0
64491,377.0,6.879,29.7,0.0
64492,234.0,7.323,186.0,0.0
64493,217.0,4.738,256.0,0.0
64494,336.0,4.758,29.5,0.0
64495,266.0,4.731,217.0,0.0
64496,275.0,4.723,185.0,0.0
64497,336.0,11.414,191.0,0.0
64498,240.0,4.79,273.0,0.0
64499,335.0,7.598,241.0,0.0
64500,240.0,4.775,271.0,0.0
64501,176.0,4.756,252.0,0.0
64502,241.0,9.254,377.0,0.0
64503,271.0,4.799,252.0,0.0
64504,267.0,4.753,275.0,0.0
64505,251.0,4.739,192.0,0.0
64506,271.0,11.367,274.0,0.0
64507,387.0,4.758,194.0,0.0
64508,377.0,4.744,234.0,0.0
64509,231.0,4.784,189.0,0.0
64510,270.0,11.256,276.0,0.0
64511,255.0,4.733,335.0,0.0
64512,192.0,4.759,377.0,4.772
64514,255.0,4.707,234.0,0.0
64515,271.0,4.74,275.0,0.0
64516,252.0,4.771,240.0,0.0
64517,29.9,4.845,335.0,0.0
64518,176.0,4.763,255.0,0.0
64519,251.0,10.917,234.0,0.0
64521,217.0,4.779,29.7,0.0
64522,194.0,4.751,277.0,0.0
64523,198.0,4.741,29.7,0.0
64524,193.0,4.788,266.0,0.0
64525,176.0,5.721,399.0,0.0
64526,271.0,7.695,389.0,0.0
64527,376.0,4.773,267.0,0.0
64528,217.0,4.746,29.8,0.0
64529,29.7,11.283,275.0,0.0
64530,29.7,4.739,279.0,0.0
64531,216.0,4.763,252.0,5.937
64532,335.0,4.77,274.0,0.0
64533,269.0,4.728,192.0,0.0
64534,272.0,4.833,378.0,0.0
64535,266.0,4.734,256.0,0.0
64536,234.0,11.405,193.0,0.0
64537,217.0,4.812,184.0,0.0
64538,184.0,4.754,184.0,0.0
64539,177.0,4.74,252.0,0.0
64540,335.0,4.779,397.0,0.0
64541,335.0,4.758,184.0,0.0
64542,245.0,4.724,271.0,0.0
64543,241.0,4.751,217.0,0.0
64544,385.0,4.739,216.0,0.0
64545,192.0,4.755,176.0,0.0
64546,274.0,4.729,241.0,0.0
64547,216.0,4.75,194.0,0.0
64549,182.0,4.761,275.0,0.0
64550,177.0,4.912,29.9,0.0
64551,241.0,4.727,267.0,0.0
64552,194.0,4.761,240.0,0.0
64553,268.0,5.865,241.0,0.0
64554,176.0,11.343,194.0,0.0
64555,185.0,4.806,192.0,0.0
64556,274.0,5.082,274.0,0.0
64557,194.0,11.396,252.0,0.0
64558,335.0,4.765,240.0,0.0
64559,255.0,11.53,251.0,0.0
64560,336.0,4.75,216.0,0.0
64561,240.0,4.77,241.0,0.0
64562,211.0,4.761,336.0,0.0
64563,29.9,4.78,335.0,4.743
64564,335.0,11.335,193.0,0.0
64565,192.0,7.966,377.0,0.0
64566,267.0,4.763,235.0,0.0
64567,271.0,4.778,256.0,0.0
64568,251.0,4.764,395.0,0.0
64569,376.0,10.035,240.0,0.0
64570,267.0,4.765,252.0,0.0
64571,234.0,9.046,240.0,0.0
64572,216.0,4.772,234.0,0.0
64573,183.0,4.765,235.0,0.0
64574,275.0,7.123,29.3,0.0
64575,269.0,4.826,234.0,4.763
64576,183.0,4.746,252.0,0.0
64577,255.0,10.917,267.0,0.0
64578,252.0,8.903,192.0,0.0
64579,256.0,4.78,183.0,0.0
64580,266.0,4.734,270.0,0.0
64581,391.0,4.739,335.0,0.0
64582,217.0,12.276,29.5,4.807
64583,202.0,4.734,252.0,0.0
64584,217.0,11.239,271.0,0.0
64585,336.0,4.733,336.0,0.0
64586,335.0,4.795,275.0,0.0
64587,240.0,4.771,241.0,0.0
64588,252.0,4.817,388.0,0.0
64589,251.0,8.28,177.0,0.0
64590,271.0,4.741,184.0,0.0
64591,275.0,4.731,193.0,0.0
64592,184.0,8.662,377.0,0.0
64593,192.0,4.784,193.0,0.0
64594,211.0,4.735,381.0,0.0
64595,277.0,7.695,193.0,0.0
64596,216.0,4.765,216.0,0.0
64597,270.0,6.145,274.0,0.0
64598,335.0,4.763,182.0,0.0
64599,217.0,10.206,197.0,0.0
64600,377.0,4.741,194.0,0.0
64601,240.0,4.728,255.0,0.0
64602,182.0,11.178,241.0,7.192
64603,267.0,11.423,192.0,0.0
64604,184.0,11.459,240.0,0.0
64605,217.0,4.792,29.8,0.0
64606,29.4,4.749,381.0,0.0
64607,275.0,8.847,194.0,0.0
64608,183.0,4.752,252.0,0.0
64609,275.0,11.496,192.0,0.0
64610,386.0,11.174,270.0,0.0
64611,267.0,4.734,184.0,0.0
64612,267.0,11.327,335.0,0.0
64613,252.0,4.756,177.0,0.0
64614,243.0,4.79,376.0,0.0
64615,29.8,4.806,194.0,0.0
64616,29.8,4.743,235.0,4.713
64617,240.0,4.721,274.0,0.0
64618,386.0,4.735,252.0,0.0
64619,275.0,10.935,267.0,0.0
64620,274.0,5.108,217.0,0.0
64621,234.0,4.807,271.0,0.0
64622,177.0,4.774,376.0,0.0
64623,193.0,11.362,391.0,0.0
64624,29.8,4.766,192.0,0.0
64625,240.0,11.266,29.7,0.0
64626,251.0,10.935,192.0,4.881
64627,217.0,8.985,388.0,0.0
64629,193.0,4.78,271.0,0.0
64630,177.0,11.981,266.0,0.0
64631,377.0,4.761,30.1,0.0
64632,241.0,5.551,252.0,0.0
64633,275.0,4.79,336.0,0.0
64634,185.0,4.797,274.0,0.0
64635,376.0,4.742,252.0,0.0
64636,256.0,11.881,192.0,0.0
64637,336.0,4.741,252.0,0.0
64638,29.7,6.903,335.0,0.0
64639,194.0,4.753,275.0,0.0
64640,272.0,4.712,194.0,0.0
64641,183.0,4.812,275.0,0.0
64642,216.0,8.332,266.0,0.0
64643,183.0,4.755,256.0,0.0
64644,185.0,11.792,193.0,0.0
64645,267.0,4.775,192.0,0.0
64646,257.0,4.797,256.0,0.0
64647,277.0,4.75,240.0,0.0
64648,255.0,11.318,268.0,0.0
64649,384.0,4.758,392.0,0.0
64650,190.0,11.341,271.0,0.0
64651,376.0,4.743,335.0,0.0
64652,267.0,4.765,270.0,0.0
64653,275.0,4.785,185.0,0.0
64654,234.0,4.755,252.0,0.0
64655,235.0,5.937,390.0,0.0
64656,274.0,4.783,391.0,0.0
64657,193.0,7.207,192.0,0.0
64658,209.0,4.759,273.0,11.36
64659,269.0,4.749,384.0,0.0
64660,235.0,4.767,29.7,0.0
64661,275.0,4.753,255.0,0.0
64662,336.0,4.747,256.0,0.0
64663,386.0,4.754,184.0,4.766
64664,241.0,4.797,252.0,0.0
64665,192.0,11.247,217.0,0.0
64666,241.0,11.381,241.0,9.848
64667,271.0,4.775,177.0,0.0
64668,252.0,11.323,271.0,0.0
64669,216.0,5.688,251.0,0.0
64670,193.0,4.739,194.0,5.017
64671,255.0,6.131,257.0,0.0
64672,335.0,4.77,335.0,0.0
64674,392.0,4.765,240.0,0.0
64675,205.0,4.777,216.0,0.0
64676,335.0,4.757,217.0,0.0
64677,377.0,6.146,251.0,0.0
64678,257.0,4.748,377.0,0.0
64679,234.0,4.743,241.0,0.0
64680,255.0,11.335,267.0,0.0
64681,271.0,4.757,271.0,0.0
64682,177.0,4.734,29.7,0.0
64683,251.0,4.743,216.0,0.0
64684,194.0,4.743,193.0,0.0
64685,29.6,4.753,251.0,0.0
64686,176.0,4.766,259.0,0.0
64687,256.0,4.736,378.0,0.0
64689,29.8,4.761,193.0,0.0
64690,206.0,4.764,235.0,0.0
64691,217.0,4.723,389.0,0.0
64692,240.0,4.754,193.0,0.0
64693,186.0,4.753,183.0,0.0
64694,184.0,7.01,271.0,0.0
64695,176.0,4.756,183.0,0.0
64696,216.0,4.756,176.0,0.0
64697,216.0,4.777,216.0,0.0
64698,252.0,5.476,185.0,0.0
64699,234.0,4.794,390.0,0.0
64700,176.0,4.735,271.0,0.0
64701,335.0,4.759,271.0,0.0
64702,274.0,5.055,184.0,0.0
64703,192.0,11.354,193.0,0.0
64704,267.0,11.705,400.0,0.0
64705,255.0,4.734,184.0,0.0
64706,336.0,4.733,271.0,0.0
64707,216.0,4.767,192.0,4.771
64709,256.0,4.783,275.0,0.0
64710,251.0,4.738,268.0,0.0
64711,256.0,4.723,256.0,0.0
64712,216.0,4.797,29.9,0.0
64713,275.0,4.732,234.0,0.0
64714,207.0,4.746,335.0,0.0
64715,234.0,4.728,252.0,0.0
64716,376.0,6.736,256.0,0.0
64717,336.0,8.565,255.0,0.0
64718,194.0,5.939,266.0,0.0
64719,193.0,4.849,336.0,0.0
64720,252.0,4.738,335.0,0.0
64721,193.0,4.757,192.0,0.0
64722,256.0,4.721,240.0,0.0
64723,194.0,4.776,376.0,0.0
64724,234.0,8.847,194.0,0.0
64725,267.0,4.764,251.0,0.0
64726,192.0,11.271,217.0,4.758
64727,266.0,7.601,255.0,0.0
64728,271.0,4.733,336.0,0.0
64729,252.0,4.799,29.9,0.0
64730,234.0,5.128,192.0,0.0
64731,255.0,4.807,336.0,0.0
64732,335.0,4.973,275.0,11.018
64733,270.0,4.736,267.0,0.0
64734,275.0,4.72,240.0,0.0
64735,234.0,5.341,252.0,0.0
64736,256.0,4.773,240.0,0.0
64738,234.0,4.756,335.0,0.0
64739,271.0,4.755,241.0,0.0
64740,267.0,4.744,234.0,0.0
64741,274.0,4.784,378.0,0.0
64742,29.5,7.75,252.0,0.0
64743,176.0,11.905,193.0,0.0
64744,271.0,11.393,177.0,0.0
64745,194.0,5.108,235.0,0.0
64746,274.0,11.127,240.0,0.0
64747,193.0,10.697,217.0,0.0
64748,274.0,4.735,252.0,0.0
64749,274.0,4.749,252.0,0.0
64751,245.0,4.744,376.0,0.0
64752,234.0,4.806,193.0,0.0
64753,176.0,4.759,235.0,0.0
64754,271.0,4.753,218.0,0.0
64755,234.0,8.847,192.0,0.0
64756,217.0,4.735,240.0,0.0
64757,270.0,4.775,336.0,11.393
64758,335.0,4.772,271.0,0.0
64759,216.0,4.747,216.0,0.0
64760,217.0,4.744,192.0,0.0
64761,275.0,8.332,234.0,0.0
64762,217.0,4.768,185.0,0.0
64763,177.0,4.744,184.0,0.0
64764,377.0,6.318,275.0,4.77
64765,29.7,4.802,176.0,0.0
64766,252.0,10.935,267.0,0.0
64767,336.0,11.304,183.0,0.0
64768,193.0,8.138,234.0,0.0
64769,241.0,7.578,234.0,0.0
64770,252.0,4.71,182.0,0.0
64771,235.0,4.79,387.0,0.0
64772,184.0,4.768,216.0,0.0
64773,336.0,4.754,377.0,0.0
64774,193.0,4.852,217.0,0.0
64775,336.0,4.743,274.0,0.0
64776,255.0,4.778,274.0,0.0
64777,270.0,4.733,252.0,0.0
64778,192.0,4.774,275.0,0.0
64779,273.0,10.76,217.0,0.0
64780,387.0,4.747,251.0,0.0
64781,393.0,11.362,186.0,0.0
64782,194.0,11.117,182.0,0.0
64783,376.0,4.764,192.0,0.0
64784,271.0,8.623,275.0,0.0
64785,216.0,11.203,270.0,14.896
64786,183.0,4.73,194.0,0.0
64787,204.0,5.108,272.0,0.0
64788,267.0,4.784,176.0,0.0
64789,255.0,4.756,217.0,0.0
64790,181.0,4.737,193.0,0.0
64791,217.0,4.741,193.0,0.0
64792,194.0,4.756,217.0,0.0
64793,234.0,10.26,252.0,0.0
64794,276.0,10.797,29.4,0.0
64795,271.0,10.488,336.0,0.0
64796,255.0,4.774,29.8,7.695
64797,217.0,4.716,216.0,0.0
64798,267.0,4.773,193.0,0.0
64799,377.0,4.742,271.0,0.0
64800,376.0,5.435,252.0,0.0
64801,267.0,4.81,245.0,0.0
64802,252.0,4.745,29.4,0.0
64803,271.0,4.74,336.0,0.0
64804,255.0,8.236,197.0,0.0
64805,193.0,4.745,240.0,0.0
64806,335.0,4.78,192.0,0.0
64807,192.0,4.734,185.0,0.0
64808,240.0,4.772,183.0,0.0
64809,266.0,4.754,275.0,0.0
64810,241.0,4.753,271.0,0.0
64811,274.0,11.239,234.0,0.0
64812,185.0,4.764,255.0,0.0
64813,216.0,4.769,192.0,0.0
64814,256.0,9.814,186.0,0.0
64815,193.0,7.484,274.0,0.0
64816,192.0,4.727,267.0,0.0
64817,184.0,4.764,185.0,0.0
64818,252.0,10.795,335.0,0.0
64819,210.0,4.728,335.0,0.0
64820,189.0,4.906,241.0,0.0
64821,185.0,4.754,252.0,0.0
64822,29.7,9.978,216.0,4.724
64823,176.0,4.75,245.0,0.0
64824,194.0,4.756,252.0,0.0
64825,194.0,4.906,183.0,0.0
64826,251.0,11.343,216.0,0.0
64827,252.0,4.787,234.0,0.0
64828,336.0,4.743,252.0,0.0
64829,211.0,4.8,193.0,0.0
64830,400.0,11.505,240.0,0.0
64831,268.0,4.767,29.5,0.0
64832,277.0,4.757,376.0,0.0
64834,193.0,4.736,182.0,0.0
64835,251.0,4.75,240.0,0.0
64836,278.0,4.785,255.0,0.0
64837,216.0,11.405,193.0,0.0
64838,216.0,4.795,192.0,0.0
64839,271.0,11.387,194.0,0.0
64840,29.9,4.748,196.0,0.0
64841,267.0,4.751,184.0,0.0
64842,29.5,4.739,267.0,0.0
64843,208.0,9.055,252.0,0.0
64844,176.0,4.744,380.0,0.0
64845,251.0,7.688,335.0,0.0
64846,274.0,4.727,234.0,0.0
64847,193.0,4.777,267.0,0.0
64848,216.0,11.333,335.0,0.0
64849,271.0,11.408,234.0,0.0
64850,267.0,11.367,193.0,0.0
64851,235.0,4.79,192.0,0.0
64852,275.0,4.784,234.0,0.0
64853,216.0,4.733,235.0,0.0
64855,378.0,10.03,266.0,0.0
64856,376.0,5.686,266.0,0.0
64857,275.0,4.753,194.0,0.0
64858,234.0,11.981,251.0,0.0
64859,269.0,11.341,278.0,0.0
64860,271.0,4.752,269.0,0.0
64861,266.0,4.758,375.0,4.729
64862,193.0,11.32,252.0,7.01
64863,336.0,4.711,382.0,0.0
64864,274.0,4.748,256.0,0.0
64865,252.0,11.542,186.0,0.0
64866,197.0,11.542,182.0,0.0
64867,193.0,4.758,192.0,0.0
64868,335.0,4.77,336.0,0.0
64869,252.0,4.788,268.0,0.0
64870,234.0,4.758,376.0,0.0
64871,240.0,4.764,234.0,0.0
64872,202.0,11.353,234.0,4.758
64873,268.0,11.53,29.7,0.0
64874,217.0,4.721,176.0,0.0
64875,240.0,4.735,270.0,0.0
64876,251.0,10.458,192.0,0.0
64877,240.0,5.108,194.0,0.0
64878,256.0,4.771,275.0,0.0
64879,274.0,4.826,29.6,0.0
64880,275.0,5.361,235.0,0.0
64881,271.0,4.762,217.0,0.0
64882,181.0,4.786,241.0,0.0
64883,217.0,8.662,222.0,0.0
64884,256.0,4.762,275.0,0.0
64885,335.0,11.28,192.0,0.0
64886,272.0,4.773,29.7,0.0
64887,29.8,4.797,272.0,0.0
64888,240.0,4.789,194.0,0.0
64889,256.0,10.91,29.9,0.0
64891,255.0,4.762,399.0,0.0
64892,274.0,10.917,251.0,0.0
64893,234.0,4.763,335.0,0.0
64894,272.0,7.151,217.0,0.0
64895,177.0,4.731,185.0,0.0
64896,377.0,11.29,241.0,0.0
64897,278.0,4.821,176.0,0.0
64898,176.0,4.78,216.0,0.0
64899,234.0,4.712,176.0,0.0
64900,256.0,4.764,267.0,0.0
64901,392.0,4.716,192.0,0.0
64902,274.0,4.795,218.0,11.981
64903,272.0,11.365,192.0,0.0
64904,274.0,4.755,216.0,0.0
64905,255.0,4.717,177.0,0.0
64906,184.0,4.744,29.5,0.0
64907,252.0,4.753,255.0,0.0
64908,184.0,4.782,196.0,0.0
64909,335.0,4.707,240.0,0.0
64910,266.0,4.81,274.0,0.0
64911,336.0,4.748,270.0,0.0
64912,271.0,4.784,400.0,0.0
64913,234.0,4.841,194.0,0.0
64914,270.0,8.116,29.6,0.0
64915,267.0,4.881,335.0,0.0
64916,240.0,4.77,266.0,0.0
64917,275.0,4.801,240.0,0.0
64918,380.0,6.93,391.0,0.0
64919,335.0,11.127,217.0,0.0
64920,286.0,4.801,240.0,0.0
64921,234.0,4.792,192.0,0.0
64922,218.0,4.739,200.0,0.0
64923,240.0,5.465,183.0,0.0
64924,335.0,4.741,193.0,0.0
64925,256.0,4.769,202.0,0.0
64926,231.0,5.724,252.0,0.0
64927,193.0,4.726,202.0,0.0
64928,183.0,4.779,275.0,0.0
64929,193.0,11.103,192.0,0.0
64931,177.0,4.735,217.0,0.0
64933,256.0,4.792,252.0,0.0
64934,185.0,9.776,194.0,0.0
64935,234.0,8.847,268.0,0.0
64936,256.0,4.77,217.0,0.0
64937,222.0,4.766,381.0,0.0
64938,252.0,4.763,336.0,0.0
64939,246.0,4.72,183.0,0.0
64940,267.0,5.108,29.5,0.0
64941,29.7,4.734,234.0,0.0
64942,335.0,4.724,197.0,0.0
64943,275.0,4.743,202.0,0.0
