id,CH,Acc,MHT,AcBF
14403,0.0,4.774,335.0,0.0
14404,0.0,7.484,377.0,0.0
14405,0.0,5.511,193.0,0.0
14406,0.0,4.741,256.0,0.0
14408,0.0,7.123,271.0,0.0
14409,0.0,4.728,234.0,0.0
14410,0.0,4.797,182.0,0.0
14412,0.0,6.38,256.0,0.0
14413,0.0,4.713,184.0,0.0
14415,0.0,4.794,194.0,4.746
14416,0.0,4.769,222.0,0.0
14417,0.0,4.833,251.0,0.0
14418,0.0,4.742,376.0,0.0
14419,0.0,9.776,29.7,0.0
14420,0.0,4.801,271.0,0.0
14422,0.0,4.699,29.8,0.0
14423,0.0,4.745,29.7,0.0
14424,0.0,10.837,267.0,4.729
14425,0.0,4.748,252.0,0.0
14426,0.0,4.77,252.0,0.0
14427,0.0,11.203,252.0,4.735
14428,0.0,11.291,335.0,0.0
14429,0.0,4.8,252.0,0.0
14430,0.0,4.759,250.0,0.0
14431,0.0,4.73,274.0,0.0
14432,0.0,9.656,29.7,0.0
14433,0.0,11.457,29.6,0.0
14434,0.0,6.736,256.0,0.0
14435,0.0,4.763,234.0,0.0
14436,0.0,6.082,241.0,0.0
14438,0.0,4.749,29.7,0.0
14439,0.0,4.79,29.3,4.812
14440,0.0,4.763,252.0,0.0
14441,0.0,4.757,268.0,0.0
14442,0.0,4.784,274.0,0.0
14443,0.0,4.754,335.0,0.0
14444,0.0,4.773,194.0,0.0
14445,0.0,4.795,241.0,0.0
14446,0.0,7.695,274.0,0.0
14447,0.0,5.937,240.0,8.476
14448,0.0,4.776,234.0,0.0
14449,0.0,11.343,29.5,0.0
14450,0.0,4.758,335.0,0.0
14451,0.0,4.866,200.0,0.0
14453,0.0,4.739,399.0,0.0
14454,0.0,4.768,267.0,0.0
14455,0.0,4.774,177.0,0.0
14456,0.0,4.788,252.0,0.0
14457,0.0,4.784,177.0,4.743
14458,0.0,4.792,240.0,0.0
14459,0.0,4.74,184.0,0.0
14460,0.0,4.753,218.0,0.0
14461,0.0,6.67,255.0,0.0
14462,0.0,4.739,193.0,0.0
14463,0.0,4.833,255.0,0.0
14464,0.0,6.35,234.0,0.0
14466,0.0,4.762,275.0,11.063
14467,0.0,4.762,217.0,0.0
14468,0.0,4.765,192.0,0.0
14469,0.0,4.763,252.0,0.0
14470,0.0,4.774,376.0,0.0
14471,0.0,4.744,275.0,4.788
14473,0.0,10.76,192.0,0.0
14474,0.0,4.753,217.0,4.75
14475,0.0,11.433,192.0,0.0
14476,0.0,5.341,377.0,0.0
14477,0.0,10.08,378.0,4.743
14478,0.0,11.271,267.0,4.766
14479,0.0,4.766,256.0,0.0
14480,0.0,4.774,29.9,0.0
14481,0.0,4.744,192.0,0.0
14482,0.0,4.753,271.0,4.755
14483,0.0,4.772,216.0,0.0
14484,0.0,6.38,335.0,0.0
14485,0.0,4.795,252.0,0.0
14486,0.0,4.777,269.0,0.0
14487,0.0,4.767,177.0,0.0
14489,0.0,4.849,29.6,0.0
14491,0.0,6.023,271.0,0.0
14492,0.0,11.203,276.0,0.0
14493,0.0,4.79,241.0,0.0
14495,0.0,5.57,251.0,0.0
14496,0.0,8.055,391.0,0.0
14497,0.0,8.472,275.0,0.0
14498,0.0,4.74,194.0,0.0
14499,0.0,9.978,242.0,0.0
14500,0.0,6.931,274.0,0.0
14501,0.0,4.766,193.0,0.0
14502,0.0,4.849,192.0,0.0
14503,0.0,4.785,267.0,0.0
14504,0.0,4.833,192.0,0.0
14505,0.0,4.797,176.0,0.0
14506,0.0,4.801,29.8,0.0
14507,0.0,4.788,193.0,0.0
14508,0.0,4.801,210.0,0.0
14509,0.0,4.775,183.0,0.0
14510,0.0,4.809,194.0,0.0
14512,0.0,4.739,29.6,0.0
14513,0.0,11.353,377.0,0.0
14514,0.0,5.721,240.0,0.0
14515,0.0,4.758,240.0,0.0
14516,0.0,7.467,235.0,0.0
14517,0.0,6.036,234.0,0.0
14518,0.0,4.724,336.0,0.0
14519,0.0,11.323,234.0,0.0
14520,0.0,4.763,221.0,0.0
14521,0.0,4.84,177.0,0.0
14522,0.0,8.322,29.7,0.0
14523,0.0,6.341,202.0,0.0
14524,0.0,4.766,380.0,0.0
14525,0.0,4.776,183.0,0.0
14526,0.0,5.865,267.0,0.0
14527,0.0,6.145,335.0,0.0
14528,0.0,4.753,184.0,0.0
14529,0.0,4.743,234.0,4.754
14530,0.0,4.776,274.0,0.0
14531,0.0,4.771,275.0,0.0
14532,0.0,4.74,245.0,0.0
14533,0.0,4.743,217.0,0.0
14534,0.0,4.749,30.0,0.0
14535,0.0,4.776,200.0,4.764
14536,0.0,4.753,193.0,0.0
14539,0.0,4.764,280.0,0.0
14540,0.0,4.745,234.0,0.0
14541,0.0,4.841,271.0,0.0
14542,0.0,11.117,376.0,0.0
14543,0.0,4.741,181.0,0.0
14544,0.0,4.732,255.0,0.0
14545,0.0,5.435,193.0,0.0
14546,0.0,11.334,217.0,0.0
14547,0.0,4.849,335.0,0.0
14549,0.0,4.75,177.0,0.0
14550,0.0,4.739,276.0,0.0
14551,0.0,4.773,29.8,0.0
14552,0.0,4.734,234.0,0.0
14553,0.0,4.735,30.1,0.0
14554,0.0,4.731,235.0,0.0
14555,0.0,4.753,274.0,0.0
14556,0.0,4.751,185.0,0.0
14557,0.0,4.806,255.0,0.0
14558,0.0,4.744,194.0,0.0
14559,0.0,11.36,202.0,0.0
14560,0.0,4.733,217.0,0.0
14561,0.0,11.206,276.0,0.0
14562,0.0,4.75,241.0,0.0
14563,0.0,10.91,252.0,0.0
14564,0.0,5.055,270.0,0.0
14565,0.0,7.598,277.0,0.0
14566,0.0,4.757,234.0,0.0
14567,0.0,7.94,266.0,0.0
14568,0.0,10.973,274.0,0.0
14569,0.0,4.759,177.0,0.0
14570,0.0,4.743,234.0,0.0
14571,0.0,4.841,336.0,0.0
14572,0.0,11.307,376.0,0.0
14573,0.0,8.299,255.0,0.0
14575,0.0,11.542,30.1,0.0
14576,0.0,4.746,252.0,0.0
14577,0.0,4.728,240.0,0.0
14578,0.0,5.599,240.0,0.0
14579,0.0,4.758,240.0,0.0
14580,0.0,4.774,194.0,0.0
14581,0.0,4.758,268.0,0.0
14582,0.0,4.734,183.0,0.0
14583,0.0,4.75,376.0,0.0
14584,0.0,5.646,192.0,0.0
14586,0.0,4.745,185.0,0.0
14587,0.0,5.031,192.0,0.0
14588,0.0,4.759,276.0,0.0
14589,0.0,4.819,235.0,0.0
14590,0.0,4.755,400.0,0.0
14591,0.0,4.751,257.0,0.0
14592,0.0,10.002,271.0,0.0
14593,0.0,11.565,183.0,0.0
14594,0.0,7.993,241.0,4.763
14595,0.0,4.961,234.0,0.0
14596,0.0,11.103,197.0,0.0
14597,0.0,11.691,275.0,0.0
14598,0.0,4.819,268.0,0.0
14599,0.0,4.762,216.0,0.0
14600,0.0,4.781,377.0,0.0
14601,0.0,4.771,275.0,0.0
14602,0.0,4.726,234.0,0.0
14603,0.0,5.055,252.0,0.0
14604,0.0,11.396,256.0,0.0
14605,0.0,4.751,30.0,0.0
14606,0.0,4.768,192.0,0.0
14607,0.0,4.763,335.0,0.0
14608,0.0,4.754,256.0,0.0
14609,0.0,4.736,240.0,0.0
14610,0.0,4.704,271.0,0.0
14613,0.0,4.728,240.0,0.0
14614,0.0,5.66,273.0,0.0
14615,0.0,4.776,217.0,0.0
14618,0.0,6.93,192.0,11.353
14619,0.0,4.744,275.0,0.0
14620,0.0,11.463,252.0,0.0
14621,0.0,4.741,184.0,0.0
14622,0.0,4.773,335.0,0.0
14623,0.0,4.743,216.0,0.0
14624,0.0,5.599,256.0,0.0
14625,0.0,4.725,217.0,11.226
14626,0.0,4.732,267.0,0.0
14627,0.0,4.742,335.0,0.0
14628,0.0,4.76,194.0,0.0
14629,0.0,4.767,184.0,0.0
14630,0.0,6.237,29.5,0.0
14631,0.0,11.368,193.0,0.0
14632,0.0,4.775,335.0,0.0
14633,0.0,10.456,271.0,0.0
14634,0.0,4.755,176.0,0.0
14635,0.0,4.784,217.0,0.0
14636,0.0,4.754,193.0,0.0
14637,0.0,4.79,275.0,0.0
14638,0.0,4.751,216.0,0.0
14639,0.0,4.754,252.0,0.0
14640,0.0,4.758,251.0,0.0
14641,0.0,4.816,192.0,10.114
14642,0.0,4.795,192.0,0.0
14643,0.0,5.017,251.0,0.0
14644,0.0,7.098,377.0,0.0
14645,0.0,4.767,255.0,0.0
14646,0.0,4.761,234.0,0.0
14647,0.0,4.772,250.0,0.0
14648,0.0,5.082,30.1,0.0
14650,0.0,11.103,29.5,0.0
14651,0.0,4.771,272.0,0.0
14652,0.0,4.739,251.0,0.0
14653,0.0,4.807,336.0,0.0
14654,0.0,14.896,252.0,0.0
14655,0.0,4.739,377.0,0.0
14656,0.0,4.759,185.0,11.316
14657,0.0,11.496,267.0,0.0
14658,0.0,5.222,407.0,0.0
14660,0.0,4.759,271.0,0.0
14661,0.0,4.754,272.0,0.0
14662,0.0,5.646,192.0,0.0
14663,0.0,8.565,192.0,0.0
14664,0.0,4.778,185.0,0.0
14666,0.0,4.743,257.0,0.0
14667,0.0,11.457,29.7,0.0
14668,0.0,4.815,240.0,0.0
14669,0.0,10.187,267.0,0.0
14670,0.0,4.728,194.0,0.0
14671,0.0,4.734,218.0,0.0
14672,0.0,4.711,241.0,0.0
14673,0.0,11.981,217.0,0.0
14674,0.0,4.789,267.0,0.0
14675,0.0,4.739,274.0,0.0
14676,0.0,4.792,376.0,0.0
14677,0.0,4.757,251.0,0.0
14678,0.0,4.792,193.0,0.0
14679,0.0,11.505,267.0,0.0
14680,0.0,11.394,274.0,0.0
14681,0.0,8.474,269.0,0.0
14682,0.0,11.174,256.0,0.0
14683,0.0,12.22,234.0,0.0
14684,0.0,10.805,217.0,0.0
14685,0.0,4.753,336.0,0.0
14686,0.0,4.879,234.0,0.0
14687,0.0,4.783,376.0,0.0
14688,0.0,4.795,193.0,0.0
14689,0.0,4.751,252.0,0.0
14690,0.0,4.766,217.0,0.0
14691,0.0,4.759,177.0,0.0
14692,0.0,4.755,217.0,0.0
14693,0.0,4.762,335.0,0.0
14694,0.0,7.484,234.0,0.0
14695,0.0,4.821,194.0,4.756
14696,0.0,4.786,234.0,0.0
14697,0.0,7.098,271.0,0.0
14698,0.0,10.935,241.0,0.0
14699,0.0,11.394,183.0,10.91
14700,0.0,10.26,392.0,0.0
14701,0.0,4.744,240.0,0.0
14702,0.0,4.744,252.0,0.0
14703,0.0,9.659,183.0,0.0
14706,0.0,4.753,251.0,0.0
14707,0.0,4.74,274.0,0.0
14708,0.0,4.881,241.0,0.0
14709,0.0,4.763,216.0,0.0
14710,0.0,4.709,240.0,0.0
14711,0.0,4.787,267.0,0.0
14712,0.0,5.646,241.0,0.0
14713,0.0,4.799,177.0,0.0
14714,0.0,4.761,335.0,0.0
14715,0.0,4.794,192.0,0.0
14716,0.0,4.766,255.0,0.0
14717,0.0,4.72,274.0,0.0
14718,0.0,4.713,194.0,0.0
14719,0.0,4.845,376.0,0.0
14720,0.0,4.798,376.0,0.0
14722,0.0,4.762,184.0,0.0
14723,0.0,4.716,270.0,0.0
14724,0.0,11.433,184.0,0.0
14725,0.0,6.952,377.0,0.0
14726,0.0,6.415,234.0,4.739
14727,0.0,4.717,272.0,0.0
14728,0.0,11.259,193.0,4.797
14729,0.0,4.753,241.0,0.0
14731,0.0,4.852,336.0,0.0
14732,0.0,4.819,389.0,0.0
14733,0.0,6.38,177.0,0.0
14734,0.0,4.807,271.0,0.0
14735,0.0,6.101,267.0,0.0
14736,0.0,4.769,176.0,0.0
14737,0.0,4.773,257.0,0.0
14738,0.0,5.495,251.0,0.0
14739,0.0,4.81,235.0,4.723
14740,0.0,4.816,335.0,0.0
14742,0.0,4.749,274.0,0.0
14743,0.0,4.776,234.0,0.0
14744,0.0,4.791,194.0,0.0
14745,0.0,4.753,255.0,0.0
14746,0.0,4.777,184.0,0.0
14747,0.0,4.935,256.0,0.0
14748,0.0,4.795,275.0,4.762
14749,0.0,4.734,275.0,0.0
14750,0.0,4.738,216.0,11.247
14751,0.0,10.174,252.0,0.0
14752,0.0,4.74,193.0,0.0
14753,0.0,4.726,256.0,0.0
14754,0.0,4.739,335.0,0.0
14756,0.0,4.725,234.0,0.0
14757,0.0,4.721,29.8,0.0
14758,0.0,4.912,270.0,0.0
14759,0.0,4.776,241.0,0.0
14760,0.0,4.812,272.0,0.0
14761,0.0,7.966,256.0,4.763
14762,0.0,9.659,255.0,0.0
14763,0.0,4.812,192.0,0.0
14764,0.0,4.769,194.0,0.0
14765,0.0,4.723,194.0,0.0
14766,0.0,4.769,29.7,0.0
14767,0.0,4.753,276.0,0.0
14768,0.0,4.768,186.0,0.0
14769,0.0,4.733,335.0,0.0
14770,0.0,4.732,274.0,11.387
14771,0.0,4.881,29.9,0.0
14772,0.0,7.134,240.0,0.0
14773,0.0,11.409,274.0,0.0
14774,0.0,11.387,185.0,0.0
14775,0.0,8.474,29.5,0.0
14776,0.0,4.75,390.0,6.101
14777,0.0,4.768,274.0,0.0
14778,0.0,4.72,189.0,0.0
14779,0.0,4.764,274.0,0.0
14780,0.0,4.779,252.0,0.0
14781,0.0,11.323,184.0,0.0
14782,0.0,11.16,192.0,0.0
14783,0.0,4.762,377.0,11.705
14784,0.0,4.784,270.0,0.0
14785,0.0,5.055,234.0,0.0
14786,0.0,4.781,193.0,0.0
14787,0.0,4.79,177.0,0.0
14788,0.0,4.784,192.0,0.0
14789,0.0,4.797,277.0,0.0
14790,0.0,4.887,386.0,5.904
14791,0.0,4.766,275.0,0.0
14792,0.0,5.055,185.0,0.0
14793,0.0,6.129,234.0,0.0
14794,0.0,11.387,252.0,0.0
14795,0.0,4.744,192.0,0.0
14797,0.0,4.738,271.0,0.0
14798,0.0,11.117,183.0,0.0
14800,0.0,4.756,184.0,0.0
14801,0.0,4.74,192.0,5.667
14802,0.0,4.711,176.0,0.0
14803,0.0,11.476,176.0,0.0
14804,0.0,4.762,189.0,0.0
14805,0.0,9.21,267.0,0.0
14806,0.0,4.753,275.0,0.0
14807,0.0,4.729,194.0,0.0
14808,0.0,10.316,192.0,0.0
14809,0.0,4.792,30.1,0.0
14810,0.0,4.732,217.0,0.0
14811,0.0,4.758,182.0,0.0
14812,0.0,11.476,336.0,0.0
14813,0.0,4.758,216.0,0.0
14814,0.0,6.903,193.0,0.0
14815,0.0,11.28,183.0,0.0
14816,0.0,9.309,267.0,0.0
14817,0.0,11.201,30.1,0.0
14818,0.0,4.727,335.0,0.0
14819,0.0,12.316,29.3,0.0
14820,0.0,6.2,274.0,0.0
14821,0.0,4.792,378.0,0.0
14822,0.0,6.146,192.0,0.0
14823,0.0,4.745,216.0,0.0
14824,0.0,4.792,268.0,0.0
14826,0.0,4.738,272.0,0.0
14827,0.0,4.8,275.0,0.0
14828,0.0,4.757,30.1,0.0
14829,0.0,11.256,377.0,0.0
14830,0.0,10.53,193.0,0.0
14831,0.0,4.768,336.0,0.0
14832,0.0,5.551,271.0,0.0
14833,0.0,11.329,267.0,0.0
14834,0.0,11.117,202.0,0.0
14835,0.0,6.548,176.0,0.0
14836,0.0,4.79,193.0,0.0
14837,0.0,7.192,210.0,11.393
14838,0.0,4.896,234.0,0.0
14839,0.0,7.576,217.0,0.0
14840,0.0,4.733,29.8,0.0
14841,0.0,4.754,196.0,9.905
14842,0.0,4.758,234.0,0.0
14844,0.0,4.811,246.0,0.0
14845,0.0,4.914,275.0,0.0
14846,0.0,8.847,192.0,0.0
14847,0.0,4.75,388.0,0.0
14848,0.0,4.735,257.0,0.0
14849,0.0,5.667,271.0,0.0
14851,0.0,8.565,266.0,0.0
14852,0.0,4.713,270.0,0.0
14853,0.0,4.767,255.0,0.0
14854,0.0,4.758,335.0,0.0
14856,0.0,5.017,193.0,4.768
14857,0.0,11.393,271.0,0.0
14858,0.0,4.743,241.0,0.0
14859,0.0,4.777,270.0,0.0
14860,0.0,4.751,183.0,0.0
14861,0.0,4.745,184.0,0.0
14862,0.0,11.32,377.0,0.0
14863,0.0,4.819,234.0,0.0
14864,0.0,4.743,177.0,0.0
14865,0.0,4.767,29.4,0.0
14867,0.0,4.797,271.0,0.0
14868,0.0,4.728,29.5,0.0
14870,0.0,5.667,29.9,0.0
14871,0.0,4.815,275.0,0.0
14872,0.0,4.776,176.0,0.0
14873,0.0,9.145,240.0,0.0
14874,0.0,4.765,184.0,0.0
14875,0.0,4.879,267.0,0.0
14876,0.0,4.754,255.0,0.0
14877,0.0,4.768,29.4,0.0
14878,0.0,4.781,217.0,0.0
14879,0.0,4.717,176.0,0.0
14880,0.0,11.393,241.0,0.0
14881,0.0,4.763,241.0,0.0
14882,0.0,4.817,197.0,0.0
14883,0.0,10.456,176.0,0.0
14884,0.0,4.729,194.0,0.0
14885,0.0,11.565,192.0,0.0
14887,0.0,5.725,397.0,0.0
14888,0.0,10.961,267.0,0.0
14889,0.0,4.735,335.0,0.0
14890,0.0,11.203,193.0,0.0
14891,0.0,4.792,234.0,0.0
14892,0.0,4.734,335.0,0.0
14893,0.0,8.889,376.0,4.745
14894,0.0,4.739,176.0,0.0
14895,0.0,4.727,209.0,0.0
14896,0.0,4.792,256.0,8.472
14897,0.0,4.723,378.0,0.0
14898,0.0,8.28,192.0,0.0
14899,0.0,7.123,29.8,0.0
14900,0.0,4.763,274.0,0.0
14901,0.0,4.755,29.7,0.0
14902,0.0,4.759,240.0,0.0
14903,0.0,4.833,285.0,0.0
14904,0.0,4.764,268.0,0.0
14905,0.0,8.704,256.0,0.0
14906,0.0,4.735,234.0,0.0
14907,0.0,4.753,275.0,0.0
14908,0.0,10.456,259.0,0.0
14909,0.0,4.743,192.0,0.0
14910,0.0,11.268,392.0,0.0
14911,0.0,4.797,376.0,0.0
14912,0.0,4.761,235.0,0.0
14913,0.0,6.131,252.0,0.0
14914,0.0,10.206,234.0,0.0
14915,0.0,4.77,234.0,0.0
14916,0.0,4.825,272.0,0.0
14917,0.0,4.747,194.0,0.0
14918,0.0,6.02,335.0,0.0
14919,0.0,4.749,335.0,0.0
14920,0.0,4.723,192.0,0.0
14921,0.0,4.791,234.0,0.0
14922,0.0,7.01,251.0,0.0
14923,0.0,4.754,335.0,0.0
14924,0.0,4.767,29.6,0.0
14925,0.0,4.751,274.0,4.792
14926,0.0,11.16,184.0,0.0
14927,0.0,4.777,241.0,0.0
14928,0.0,4.753,275.0,0.0
14929,0.0,11.365,29.7,0.0
14930,0.0,7.688,271.0,0.0
14931,0.0,11.102,29.9,0.0
14932,0.0,4.883,275.0,0.0
14933,0.0,4.759,176.0,0.0
14934,0.0,4.789,274.0,4.752
14936,0.0,9.485,377.0,0.0
14937,0.0,5.246,194.0,0.0
14938,0.0,5.292,217.0,11.288
14939,0.0,11.283,192.0,0.0
14940,0.0,4.708,271.0,0.0
14941,0.0,10.697,193.0,0.0
14942,0.0,10.03,267.0,0.0
14943,0.0,4.724,274.0,0.0
14944,0.0,4.744,335.0,0.0
14945,0.0,5.551,252.0,0.0
14946,0.0,4.738,194.0,0.0
14947,0.0,10.174,194.0,0.0
14948,0.0,7.683,234.0,0.0
14949,0.0,10.469,193.0,11.334
14950,0.0,4.755,193.0,0.0
14951,0.0,4.743,386.0,0.0
14952,0.0,4.743,241.0,0.0
14953,0.0,4.699,274.0,0.0
14954,0.0,4.745,192.0,0.0
14955,0.0,4.723,193.0,9.046
14957,0.0,4.775,216.0,0.0
14958,0.0,4.759,271.0,0.0
14959,0.0,4.746,184.0,0.0
14960,0.0,4.786,267.0,0.0
14961,0.0,4.772,235.0,0.0
14962,0.0,7.823,335.0,0.0
14964,0.0,4.762,200.0,0.0
14965,0.0,4.748,241.0,0.0
14966,0.0,4.807,177.0,11.353
14967,0.0,7.134,29.8,0.0
14968,0.0,5.126,376.0,0.0
14969,0.0,4.737,234.0,0.0
14970,0.0,4.738,177.0,0.0
14971,0.0,4.75,270.0,0.0
14972,0.0,4.728,275.0,0.0
14973,0.0,4.78,335.0,0.0
14974,0.0,4.756,271.0,0.0
14976,0.0,4.732,241.0,0.0
14977,0.0,4.757,30.1,4.775
14978,0.0,11.239,335.0,0.0
14979,0.0,4.709,335.0,0.0
14980,0.0,7.123,29.7,4.734
14981,0.0,4.723,257.0,0.0
14982,0.0,4.792,234.0,4.734
14983,0.0,11.381,217.0,0.0
14984,0.0,4.76,274.0,0.0
14985,0.0,4.75,184.0,0.0
14986,0.0,4.84,267.0,0.0
14987,0.0,4.835,177.0,0.0
14988,0.0,11.366,251.0,0.0
14989,0.0,4.699,256.0,0.0
14990,0.0,4.758,183.0,0.0
14991,0.0,4.763,336.0,0.0
14992,0.0,11.353,251.0,0.0
14993,0.0,7.578,335.0,4.896
14995,0.0,4.727,217.0,0.0
14996,0.0,4.785,234.0,0.0
14997,0.0,4.756,336.0,0.0
14998,0.0,5.524,29.7,0.0
14999,0.0,4.788,192.0,4.758
15000,0.0,4.849,336.0,0.0
15001,0.0,4.724,267.0,0.0
15002,0.0,4.763,241.0,0.0
15003,0.0,4.756,267.0,0.0
15004,0.0,4.759,186.0,0.0
15005,0.0,11.316,252.0,0.0
15006,0.0,4.768,184.0,0.0
15007,0.0,10.078,252.0,0.0
15008,0.0,7.078,271.0,0.0
15009,0.0,4.781,235.0,0.0
15010,0.0,10.81,176.0,0.0
15011,0.0,11.367,276.0,0.0
15012,0.0,4.784,377.0,0.0
15013,0.0,4.747,235.0,0.0
15014,0.0,4.734,192.0,0.0
15015,0.0,4.787,283.0,0.0
15016,0.0,11.32,193.0,0.0
15017,0.0,4.769,182.0,0.0
15018,0.0,4.785,377.0,0.0
15019,0.0,4.741,177.0,0.0
15020,0.0,4.754,386.0,0.0
15021,0.0,8.299,177.0,0.0
15023,0.0,5.126,336.0,0.0
15024,0.0,4.77,335.0,0.0
15025,0.0,4.751,275.0,0.0
15026,0.0,4.833,192.0,0.0
15027,0.0,4.729,217.0,0.0
15028,0.0,4.735,255.0,0.0
15029,0.0,4.764,234.0,0.0
15030,0.0,11.335,335.0,0.0
15031,0.0,11.381,29.7,0.0
15032,0.0,9.772,252.0,0.0
15033,0.0,4.79,268.0,0.0
15034,0.0,5.121,183.0,0.0
15035,0.0,4.721,186.0,0.0
15036,0.0,4.863,255.0,0.0
15037,0.0,6.903,176.0,0.0
15038,0.0,4.746,217.0,0.0
15039,0.0,11.362,336.0,0.0
15040,0.0,5.778,235.0,4.763
15041,0.0,5.292,217.0,0.0
15042,0.0,11.354,271.0,0.0
15043,0.0,11.393,234.0,0.0
15044,0.0,4.746,234.0,0.0
15045,0.0,11.705,193.0,0.0
15046,0.0,4.767,193.0,4.738
15047,0.0,4.721,377.0,0.0
15048,0.0,4.771,185.0,0.0
15049,0.0,4.775,378.0,0.0
15050,0.0,4.766,274.0,0.0
15051,0.0,4.782,234.0,0.0
15053,0.0,4.768,216.0,0.0
15054,0.0,4.765,194.0,0.0
15055,0.0,4.732,243.0,0.0
15056,0.0,10.148,269.0,0.0
15057,0.0,8.299,377.0,0.0
15058,0.0,4.799,267.0,0.0
15059,0.0,4.763,255.0,0.0
15060,0.0,6.02,184.0,0.0
15061,0.0,4.807,192.0,0.0
15062,0.0,4.726,271.0,0.0
15063,0.0,4.739,251.0,0.0
15064,0.0,6.307,216.0,0.0
15065,0.0,4.766,384.0,0.0
15066,0.0,4.772,267.0,0.0
15067,0.0,9.485,275.0,0.0
15068,0.0,4.751,271.0,0.0
15069,0.0,4.737,336.0,0.0
15070,0.0,4.771,376.0,0.0
15071,0.0,6.38,376.0,4.756
15072,0.0,4.737,177.0,0.0
15073,0.0,11.307,194.0,0.0
15074,0.0,11.508,251.0,10.627
15076,0.0,5.055,274.0,8.299
15077,0.0,11.334,271.0,0.0
15078,0.0,4.743,252.0,0.0
15079,0.0,4.755,335.0,0.0
15080,0.0,10.002,197.0,0.0
15081,0.0,4.826,193.0,0.0
15082,0.0,4.743,29.6,0.0
15083,0.0,4.77,267.0,0.0
15084,0.0,4.792,271.0,0.0
15085,0.0,9.097,29.8,0.0
15086,0.0,10.961,256.0,0.0
15087,0.0,4.728,266.0,0.0
15089,0.0,7.695,183.0,0.0
15090,0.0,10.53,270.0,0.0
15091,0.0,11.354,231.0,4.792
15092,0.0,4.791,193.0,0.0
15093,0.0,4.792,393.0,0.0
15094,0.0,4.81,177.0,0.0
15096,0.0,4.821,192.0,0.0
15097,0.0,4.759,252.0,0.0
15098,0.0,4.724,274.0,0.0
15099,0.0,9.32,216.0,4.77
15100,0.0,4.797,192.0,4.852
15101,0.0,8.7,241.0,0.0
15102,0.0,11.365,400.0,4.728
15103,0.0,4.787,251.0,0.0
15104,0.0,4.741,252.0,0.0
15105,0.0,6.162,29.3,0.0
15106,0.0,5.108,336.0,0.0
15107,0.0,4.789,335.0,0.0
15108,0.0,4.735,177.0,0.0
15109,0.0,4.797,217.0,0.0
15110,0.0,4.775,256.0,0.0
15111,0.0,4.738,276.0,0.0
15112,0.0,4.768,402.0,0.0
15113,0.0,4.746,183.0,11.441
15114,0.0,10.421,194.0,0.0
15115,0.0,4.784,257.0,0.0
15116,0.0,4.726,252.0,0.0
15117,0.0,4.739,274.0,0.0
15118,0.0,4.725,271.0,0.0
15119,0.0,4.772,217.0,0.0
15120,0.0,4.879,193.0,0.0
15121,0.0,4.778,241.0,0.0
15122,0.0,5.937,194.0,4.866
15123,0.0,4.78,336.0,0.0
15124,0.0,4.771,275.0,0.0
15125,0.0,5.971,256.0,0.0
15126,0.0,9.659,217.0,4.759
15127,0.0,11.387,198.0,0.0
15128,0.0,8.138,192.0,0.0
15129,0.0,5.725,216.0,0.0
15130,0.0,10.661,193.0,0.0
15131,0.0,5.22,217.0,0.0
15132,0.0,11.018,240.0,4.797
15134,0.0,4.77,192.0,0.0
15135,0.0,4.802,177.0,0.0
15136,0.0,4.752,241.0,0.0
15137,0.0,4.724,274.0,0.0
15138,0.0,4.749,29.8,0.0
15139,0.0,4.743,274.0,0.0
15140,0.0,4.734,336.0,0.0
15141,0.0,4.741,194.0,0.0
15142,0.0,5.055,29.5,11.341
15143,0.0,4.84,269.0,7.683
15144,0.0,4.772,217.0,0.0
15145,0.0,4.756,194.0,0.0
15146,0.0,5.826,29.6,0.0
15147,0.0,10.17,272.0,0.0
15148,0.0,4.732,270.0,0.0
15149,0.0,4.825,270.0,0.0
15150,0.0,4.755,194.0,0.0
15151,0.0,4.77,336.0,0.0
15152,0.0,4.77,377.0,0.0
15153,0.0,4.768,29.8,0.0
15154,0.0,4.763,217.0,0.0
15155,0.0,4.812,256.0,0.0
15156,0.0,4.739,241.0,0.0
15157,0.0,4.746,192.0,0.0
15158,0.0,4.753,376.0,0.0
15160,0.0,4.724,29.9,0.0
15161,0.0,5.435,176.0,0.0
15162,0.0,4.77,192.0,0.0
15163,0.0,4.795,184.0,4.748
15164,0.0,4.712,185.0,0.0
15165,0.0,4.757,240.0,0.0
15166,0.0,4.717,269.0,0.0
15167,0.0,5.865,194.0,0.0
15168,0.0,4.973,252.0,0.0
15169,0.0,4.754,240.0,0.0
15170,0.0,4.755,255.0,0.0
15172,0.0,4.763,382.0,0.0
15173,0.0,6.036,399.0,0.0
15174,0.0,4.741,391.0,0.0
15175,0.0,4.752,177.0,0.0
15176,0.0,4.833,256.0,0.0
15177,0.0,4.765,251.0,0.0
15178,0.0,9.485,192.0,0.0
15179,0.0,12.316,29.3,0.0
15180,0.0,4.788,272.0,0.0
15181,0.0,7.859,235.0,0.0
15182,0.0,14.896,391.0,0.0
15183,0.0,4.752,192.0,0.0
15184,0.0,11.705,192.0,0.0
15185,0.0,6.93,234.0,0.0
15187,0.0,10.519,271.0,0.0
15188,0.0,4.745,267.0,0.0
15189,0.0,4.74,183.0,0.0
15190,0.0,4.739,335.0,0.0
