Time,Register,Valid_user_num,Revoke,Revoked_user_num,BF_false_positive,New_acc_wit,Revoke_in_acc,Acc_update,BF_false_positive_rate,CH_update_block,CH_update
43,99,4310,0,96,9,0,0,0,0.0021,0,0
44,101,4410,1,97,9,0,0,0,0.0020,1,100
45,91,4497,4,101,9,0,0,0,0.0020,4,384
46,103,4573,27,128,14,5,0,0,0.0031,22,2123
47,109,4682,0,128,15,1,0,0,0.0032,0,0
48,97,4775,4,132,15,0,0,0,0.0031,4,391
49,117,4891,1,133,18,3,0,0,0.0037,1,90
50,122,5008,5,138,24,6,0,0,0.0048,5,505
51,105,5111,2,140,25,1,0,0,0.0049,1,88
52,97,5197,11,151,29,4,0,0,0.0056,10,974
53,94,5282,9,160,35,6,0,0,0.0066,9,895
54,90,5365,7,167,47,12,0,0,0.0088,7,668
55,111,5464,12,179,59,12,0,0,0.0108,12,1183
56,109,5570,3,182,62,3,0,0,0.0111,3,287
57,116,5686,0,182,62,0,0,0,0.0109,0,0
58,102,5777,11,193,79,17,0,0,0.0137,11,1063
59,93,5865,5,198,88,9,0,0,0.0150,5,487
60,116,5973,8,206,101,13,0,0,0.0169,8,820
61,91,6063,1,207,106,5,0,0,0.0175,1,104
62,95,6157,1,208,110,4,0,0,0.0179,1,108
63,95,6245,7,215,120,11,1,109,0.0192,7,703
64,102,6343,4,219,126,6,0,0,0.0199,4,381
65,103,6444,2,221,130,4,0,0,0.0202,2,200
66,99,6543,0,221,131,1,0,0,0.0200,0,0
67,110,6648,5,226,146,15,0,0,0.0220,5,481
68,90,6735,3,229,156,10,0,0,0.0232,3,294
69,110,6831,14,243,185,29,0,0,0.0271,14,1336
70,103,6929,5,248,202,17,0,0,0.0292,5,504
71,113,7027,15,263,240,38,0,0,0.0342,15,1466
72,104,7123,8,271,270,30,0,0,0.0379,8,812
73,95,7217,1,272,278,8,0,0,0.0385,1,116
74,113,7329,1,273,284,6,0,0,0.0388,1,112
75,91,7415,5,278,300,16,0,0,0.0405,5,488
76,95,7506,4,282,306,7,1,299,0.0408,4,414
77,93,7595,4,286,307,3,2,304,0.0404,4,385
78,105,7698,2,288,318,11,0,0,0.0413,2,204
79,107,7803,2,290,326,8,0,0,0.0418,2,182
80,113,7911,5,295,349,23,0,0,0.0441,5,489
81,96,7995,12,307,397,49,1,348,0.0497,11,1069
82,100,8091,4,311,420,23,0,0,0.0519,4,405
83,100,8188,3,314,439,19,0,0,0.0536,3,290
84,100,8274,14,328,504,65,0,0,0.0609,13,1274
85,117,8389,2,330,508,4,0,0,0.0606,2,189
86,89,8476,2,332,516,8,0,0,0.0609,2,165
87,85,8559,2,334,532,16,0,0,0.0622,2,192
88,97,8654,2,336,543,11,0,0,0.0627,2,195
89,95,8736,13,349,595,53,1,542,0.0681,13,1220
90,102,8829,9,358,631,37,1,594,0.0715,9,921
91,93,8921,1,359,640,9,0,0,0.0717,1,96
92,98,9005,14,373,722,83,1,639,0.0802,13,1215
93,92,9097,0,373,727,5,0,0,0.0799,0,0
94,111,9207,1,374,736,10,1,726,0.0799,1,91
95,103,9308,2,376,750,14,0,0,0.0806,2,177
96,106,9408,6,382,788,38,0,0,0.0838,6,564
97,93,9497,4,386,833,45,0,0,0.0877,4,398
98,101,9589,9,395,879,48,2,831,0.0917,9,822
99,92,9658,23,418,1009,133,3,876,0.1045,21,2059
